Protein	Protein ID	Entry Name	Gene	Description	Protein Length	Organism	Protein Existence	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Indistinguishable Proteins	C_41079 Intensity	C_41079 MaxLFQ Intensity	C_41079 Spectral Count	C_41079 Unique Spectral Count	C_41079 Total Spectral Count
A0A068V8F3	A0A068V8F3	A0A068V8F3_COFCA	GSCOC_T00004981001	CP12 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		235396.0	235396.0	1	1	1
A0A068V8X4	A0A068V8X4	A0A068V8X4_COFCA	GSCOC_T00005020001	fumarate hydratase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1473.72	1473.72	1	1	1
A0A068V900	A0A068V900	A0A068V900_COFCA	GSCOC_T00005049001	Large ribosomal subunit protein eL22	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068V905	A0A068V905	A0A068V905_COFCA	GSCOC_T00000675001	PUA domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		121351.0	121351.0	1	1	1
A0A068VA18;A0A068TYX8;A0A068USU6	A0A068VA18;A0A068TYX8;A0A068USU6	A0A068TYX8_COFCA;A0A068USU6_COFCA;A0A068VA18_COFCA	GSCOC_T00004476001;GSCOC_T00024694001;GSCOC_T00025071001	Histone H3	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VA33	A0A068VA33	A0A068VA33_COFCA	GSCOC_T00004449001	Lysosomal Pro-X carboxypeptidase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		130518.0	130518.0	1	1	1
A0A068VB15	A0A068VB15	A0A068VB15_COFCA	GSCOC_T00003882001	glutathione transferase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		117292.0	117292.0	1	1	1
A0A068VB43	A0A068VB43	A0A068VB43_COFCA	GSCOC_T00019481001	GH18 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2120690.0	2120690.0	1	1	1
A0A068VB43;A0A068V8L2	A0A068VB43;A0A068V8L2	A0A068V8L2_COFCA;A0A068VB43_COFCA	GSCOC_T00019478001;GSCOC_T00019481001	GH18 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1359670.0	1359670.0	1	1	1
A0A068VBC0	A0A068VBC0	A0A068VBC0_COFCA	GSCOC_T00013178001	23 kDa subunit of oxygen evolving system of photosystem II	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		3629250.0	3629250.0	1	1	1
A0A068VBJ2	A0A068VBJ2	A0A068VBJ2_COFCA	GSCOC_T00011584001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		858795.0	858795.0	1	1	1
A0A068VBP9	A0A068VBP9	A0A068VBP9_COFCA	GSCOC_T00011789001	protein disulfide-isomerase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		66874.1	66874.1	1	1	1
A0A068VBP9;A0A068URI5	A0A068VBP9;A0A068URI5	A0A068URI5_COFCA;A0A068VBP9_COFCA	GSCOC_T00011789001;GSCOC_T00031889001	Protein disulfide-isomerase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VCC7	A0A068VCC7	A0A068VCC7_COFCA	GSCOC_T00005517001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		48214.4	48214.4	1	1	1
A0A068VCI9	A0A068VCI9	A0A068VCI9_COFCA	GSCOC_T00004222001	Glyceraldehyde-3-phosphate dehydrogenase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		828056.0	828056.0	1	1	1
A0A068VCS5	A0A068VCS5	A0A068VCS5_COFCA	GSCOC_T00012962001	Superoxide dismutase [Cu-Zn]	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		118546.0	118546.0	1	1	1
A0A068VD83	A0A068VD83	A0A068VD83_COFCA	GSCOC_T00005559001	Clp R domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VD83;A0A068U3W2;A0A068V7K0	A0A068VD83;A0A068U3W2;A0A068V7K0	A0A068U3W2_COFCA;A0A068V7K0_COFCA;A0A068VD83_COFCA	GSCOC_T00005559001;GSCOC_T00018903001;GSCOC_T00039658001	Clp R domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VDB7	A0A068VDB7	A0A068VDB7_COFCA	GSCOC_T00010080001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		68187.4	68187.4	1	1	1
A0A068VDQ3	A0A068VDQ3	A0A068VDQ3_COFCA	GSCOC_T00001014001	Light-regulated protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VDY0;A0A068UF33;A0A068TSQ1;A0A068UBG8;A0A068UCA6;A0A068UF29;A0A068UUF9;A0A068UVX5;A0A068V1T7;A0A068V4Q5;A0A068VGG6;A0A068VJF1	A0A068VDY0;A0A068UF33;A0A068TSQ1;A0A068UBG8;A0A068UCA6;A0A068UF29;A0A068UUF9;A0A068UVX5;A0A068V1T7;A0A068V4Q5;A0A068VGG6;A0A068VJF1	A0A068TSQ1_COFCA;A0A068UBG8_COFCA;A0A068UCA6_COFCA;A0A068UF29_COFCA;A0A068UF33_COFCA;A0A068UUF9_COFCA;A0A068UVX5_COFCA;A0A068V1T7_COFCA;A0A068V4Q5_COFCA;A0A068VDY0_COFCA;A0A068VGG6_COFCA;A0A068VJF1_COFCA	GSCOC_T00000135001;GSCOC_T00007941001;GSCOC_T00013390001;GSCOC_T00015563001;GSCOC_T00020648001;GSCOC_T00021116001;GSCOC_T00022450001;GSCOC_T00023771001;GSCOC_T00023779001;GSCOC_T00033338001;GSCOC_T00036224001;GSCOC_T00038980001	Beta-glucosidase 44-like	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		121521.0	121521.0	1	1	1
A0A068VE26	A0A068VE26	A0A068VE26_COFCA	GSCOC_T00010068001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		226947.0	226947.0	1	1	1
A0A068VE54	A0A068VE54	A0A068VE54_COFCA	GSCOC_T00005865001	Peptidase A1 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		148800.0	148800.0	1	1	1
A0A068VE54;A0A068USY3;A0A068VG06	A0A068VE54;A0A068USY3;A0A068VG06	A0A068USY3_COFCA;A0A068VE54_COFCA;A0A068VG06_COFCA	GSCOC_T00005865001;GSCOC_T00008233001;GSCOC_T00033572001	Peptidase A1 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		71010.3	71010.3	1	1	1
A0A068VEA7	A0A068VEA7	A0A068VEA7_COFCA	GSCOC_T00008321001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VEC9	A0A068VEC9	A0A068VEC9_COFCA	GSCOC_T00002103001	tRNA-binding domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		123494.0	123494.0	1	1	1
A0A068VEG7;A0A068TQK4	A0A068VEG7;A0A068TQK4	A0A068TQK4_COFCA;A0A068VEG7_COFCA	GSCOC_T00001032001;GSCOC_T00022350001	glycine--tRNA ligase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		35916.6	35916.6	1	1	1
A0A068VEI6	A0A068VEI6	A0A068VEI6_COFCA	GSCOC_T00003714001	Chlorophyll a-b binding protein, chloroplastic	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VEI8	A0A068VEI8	A0A068VEI8_COFCA	GSCOC_T00004285001	Glutathione peroxidase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		210159.0	210159.0	1	1	1
A0A068VEI8;A0A068UHC8	A0A068VEI8;A0A068UHC8	A0A068UHC8_COFCA;A0A068VEI8_COFCA	GSCOC_T00004285001;GSCOC_T00025339001	Glutathione peroxidase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		295223.0	295223.0	1	1	1
A0A068VEI9	A0A068VEI9	A0A068VEI9_COFCA	GSCOC_T00012649001	Insulin-degrading enzyme-like 1, peroxisomal	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		145886.0	145886.0	1	1	1
A0A068VEJ7	A0A068VEJ7	A0A068VEJ7_COFCA	GSCOC_T00001042001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2703650.0	2703650.0	1	1	1
A0A068VEM0	A0A068VEM0	A0A068VEM0_COFCA	GSCOC_T00004569001	Dirigent protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2183840.0	2183840.0	1	1	1
A0A068VEQ7	A0A068VEQ7	A0A068VEQ7_COFCA	GSCOC_T00002104001	Methionine aminopeptidase 2	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VEQ7;A0A068VES4	A0A068VEQ7;A0A068VES4	A0A068VEQ7_COFCA;A0A068VES4_COFCA	GSCOC_T00002101001;GSCOC_T00002104001	Methionine aminopeptidase 2	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		606366.0	606366.0	1	1	1
A0A068VFP2	A0A068VFP2	A0A068VFP2_COFCA	GSCOC_T00002596001	ribulose-phosphate 3-epimerase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		161751.0	161751.0	1	1	1
A0A068VFP3	A0A068VFP3	A0A068VFP3_COFCA	GSCOC_T00003540001	Large ribosomal subunit protein uL18c	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		137646.0	137646.0	1	1	1
A0A068VFW2;A0A068TPY5	A0A068VFW2;A0A068TPY5	A0A068TPY5_COFCA;A0A068VFW2_COFCA	GSCOC_T00012414001;GSCOC_T00021953001	RuBisCO large subunit-binding protein subunit beta, chloroplastic	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VG82;A0A068UM79;A0A068V7P3	A0A068VG82;A0A068UM79;A0A068V7P3	A0A068UM79_COFCA;A0A068V7P3_COFCA;A0A068VG82_COFCA	GSCOC_T00007372001;GSCOC_T00018520001;GSCOC_T00028764001	40S ribosomal protein S7	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		80608.1	80608.1	1	1	1
A0A068VGE0	A0A068VGE0	A0A068VGE0_COFCA	GSCOC_T00008717001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VGM2	A0A068VGM2	A0A068VGM2_COFCA	GSCOC_T00011142001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VGV1;A0A068VI70	A0A068VGV1;A0A068VI70	A0A068VGV1_COFCA;A0A068VI70_COFCA	GSCOC_T00009951001;GSCOC_T00012314001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VH47	A0A068VH47	A0A068VH47_COFCA	GSCOC_T00009570001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VH47;A0A068VL06	A0A068VH47;A0A068VL06	A0A068VH47_COFCA;A0A068VL06_COFCA	GSCOC_T00007031001;GSCOC_T00009570001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		50730.8	50730.8	1	1	1
A0A068VH68	A0A068VH68	A0A068VH68_COFCA	GSCOC_T00001708001	Calreticulin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		668135.0	668135.0	1	1	1
A0A068VH68;A0A068U6M9	A0A068VH68;A0A068U6M9	A0A068U6M9_COFCA;A0A068VH68_COFCA	GSCOC_T00001708001;GSCOC_T00017485001	Calreticulin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1221640.0	1221640.0	1	1	1
A0A068VHH8	A0A068VHH8	A0A068VHH8_COFCA	GSCOC_T00013752001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		41450.7	41450.7	1	1	1
A0A068VHZ9	A0A068VHZ9	A0A068VHZ9_COFCA	GSCOC_T00008382001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VI32	A0A068VI32	A0A068VI32_COFCA	GSCOC_T00009176001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VIW0	A0A068VIW0	A0A068VIW0_COFCA	GSCOC_T00009125001	DNA replication licensing factor MCM3	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		321137.0	321137.0	1	1	1
A0A068VJA8	A0A068VJA8	A0A068VJA8_COFCA	GSCOC_T00002210001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VJR2	A0A068VJR2	A0A068VJR2_COFCA	GSCOC_T00013391001	UspA domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		43520.5	43520.5	1	1	1
A0A068VJR7	A0A068VJR7	A0A068VJR7_COFCA	GSCOC_T00009092001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		3879680.0	3879680.0	1	1	1
A0A068VK15	A0A068VK15	A0A068VK15_COFCA	GSCOC_T00012344001	NAD-dependent epimerase/dehydratase domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		126765.0	126765.0	1	1	1
A0A068VK80	A0A068VK80	A0A068VK80_COFCA	GSCOC_T00010323001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		134165.0	134165.0	1	1	1
A0A068VK80;A0A068VHW2	A0A068VK80;A0A068VHW2	A0A068VHW2_COFCA;A0A068VK80_COFCA	GSCOC_T00003341001;GSCOC_T00010323001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		189092.0	189092.0	1	1	1
A0A068VKG8	A0A068VKG8	A0A068VKG8_COFCA	GSCOC_T00007002001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		37774.5	37774.5	1	1	1
A0A068VKY1	A0A068VKY1	A0A068VKY1_COFCA	GSCOC_T00008147001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		501990.0	501990.0	1	1	1
A0A068VLE8	A0A068VLE8	A0A068VLE8_COFCA	GSCOC_T00007291001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		20003500.0	20003500.0	1	1	1
A0A068VLM1	A0A068VLM1	A0A068VLM1_COFCA	GSCOC_T00001585001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068VLM1;A0A068UAC6	A0A068VLM1;A0A068UAC6	A0A068UAC6_COFCA;A0A068VLM1_COFCA	GSCOC_T00001585001;GSCOC_T00018534001	Large ribosomal subunit protein uL6 alpha-beta domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		285903.0	285903.0	1	1	1
A0A068VMX3	A0A068VMX3	A0A068VMX3_COFCA	GSCOC_T00009368001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		22281.3	22281.3	1	1	1
A0A068VPI5	A0A068VPI5	A0A068VPI5_COFCA	GSCOC_T00011720001		100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		130619.0	130619.0	1	1	1
A0A068VPI5;A0A068TV84	A0A068VPI5;A0A068TV84	A0A068TV84_COFCA;A0A068VPI5_COFCA	GSCOC_T00011720001;GSCOC_T00029597001	HMA domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		95570.0	95570.0	1	1	1
ADD000	ADD000	iRTKit		iRT-Kit_WR_fusion	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		388567000.0	388567000.0	1	1	1
ADD001	ADD001	bait_protein		bait protein sequence	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
ADD001;A0A068TYV6	ADD001;A0A068TYV6	A0A068TYV6_COFCA;bait_protein	GSCOC_T00036562001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		4280170.0	4280170.0	1	1	1
ADD001;A0A068TYV6;A0A068V6D9	ADD001;A0A068TYV6;A0A068V6D9	A0A068TYV6_COFCA;A0A068V6D9_COFCA;bait_protein	GSCOC_T00036562001;GSCOC_T00043204001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_A0A0H3K686;Cont_P02976	Cont_A0A0H3K686;Cont_P02976	SPA_STAA8;SPA_STAAE	spa	Immunoglobulin G-binding protein A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_A2I7N1;Cont_A2I7N3;Cont_Q9TTE1	Cont_A2I7N1;Cont_A2I7N3;Cont_Q9TTE1	SPA31_BOVIN;SPA35_BOVIN;SPA37_BOVIN	SERPINA3-1;SERPINA3-5;SERPINA3-7	Serpin A3-5	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		149360.0	149360.0	1	1	1
Cont_O76011;Cont_Q14525	Cont_O76011;Cont_Q14525	KRT34_HUMAN;KT33B_HUMAN	KRT33B;KRT34	Keratin, type I cuticular Ha4	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_O76011;Cont_Q14525;Cont_O76009	Cont_O76011;Cont_Q14525;Cont_O76009	KRT34_HUMAN;KT33A_HUMAN;KT33B_HUMAN	KRT33A;KRT33B;KRT34	Keratin, type I cuticular Ha3-I	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_O76011;Cont_Q15323;Cont_Q14525;Cont_P02534;Cont_O76009	Cont_O76011;Cont_Q15323;Cont_Q14525;Cont_P02534;Cont_O76009	K1H1_HUMAN;K1M1_SHEEP;KRT34_HUMAN;KT33A_HUMAN;KT33B_HUMAN	KRT31;KRT33A;KRT33B;KRT34	Keratin, type I cuticular Ha3-I	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_O76011;Cont_Q15323;Cont_Q14525;Cont_Q14532;Cont_P02534;Cont_O76013;Cont_O76009	Cont_O76011;Cont_Q15323;Cont_Q14525;Cont_Q14532;Cont_P02534;Cont_O76013;Cont_O76009	K1H1_HUMAN;K1H2_HUMAN;K1M1_SHEEP;KRT34_HUMAN;KRT36_HUMAN;KT33A_HUMAN;KT33B_HUMAN	KRT31;KRT32;KRT33A;KRT33B;KRT34;KRT36	Keratin, type I cuticular Ha3-I	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_O95678	Cont_O95678	K2C75_HUMAN	KRT75	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_O95678;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_P50446	Cont_O95678;Cont_P02538;Cont_P04259;Cont_Q8BGZ7;Cont_P48668;Cont_P50446	K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN;K2C75_HUMAN;K2C75_MOUSE	KRT6A;KRT6B;KRT6C;KRT75;Krt6a;Krt75	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		37877800.0	37877800.0	1	1	1
Cont_O95678;Cont_P02538;Cont_Q8BGZ7;Cont_P48668;Cont_P50446	Cont_O95678;Cont_P02538;Cont_Q8BGZ7;Cont_P48668;Cont_P50446	K2C6A_HUMAN;K2C6A_MOUSE;K2C6C_HUMAN;K2C75_HUMAN;K2C75_MOUSE	KRT6A;KRT6C;KRT75;Krt6a;Krt75	Keratin, type II cytoskeletal 75	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		26309000.0	26309000.0	1	1	1
Cont_P00366	Cont_P00366	DHE3_BOVIN	GLUD1	Glutamate dehydrogenase 1, mitochondrial	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		666819.0	666819.0	1	1	1
Cont_P00761	Cont_P00761	TRYP_PIG		Trypsin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		8813740000.0	8813740000.0	1	1	1
Cont_P00883;A0A068V3J7;A0A068UAS9	Cont_P00883;A0A068V3J7;A0A068UAS9	A0A068UAS9_COFCA;A0A068V3J7_COFCA;ALDOA_RABIT	ALDOA;GSCOC_T00020836001;GSCOC_T00043076001	Fructose-bisphosphate aldolase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		805428.0	805428.0	1	1	1
Cont_P01012	Cont_P01012	OVAL_CHICK	SERPINB14	Ovalbumin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		376947.0	376947.0	1	1	1
Cont_P01966	Cont_P01966	HBA_BOVIN	HBA	Hemoglobin subunit alpha	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2319850.0	2319850.0	1	1	1
Cont_P02081	Cont_P02081	HBBF_BOVIN		Hemoglobin fetal subunit beta	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		575072.0	575072.0	1	1	1
Cont_P02453	Cont_P02453	CO1A1_BOVIN	COL1A1	Collagen alpha-1(I) chain	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		8860.29	8860.29	1	1	1
Cont_P02465	Cont_P02465	CO1A2_BOVIN	COL1A2	Collagen alpha-2(I) chain	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		138738.0	138738.0	1	1	1
Cont_P02533	Cont_P02533	K1C14_HUMAN	KRT14	Keratin, type I cytoskeletal 14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		53390900.0	53390900.0	1	1	1
Cont_P02533;Cont_P08727	Cont_P02533;Cont_P08727	K1C14_HUMAN;K1C19_HUMAN	KRT14;KRT19	Keratin, type I cytoskeletal 14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		13182500.0	13182500.0	1	1	1
Cont_P02533;Cont_Q04695	Cont_P02533;Cont_Q04695	K1C14_HUMAN;K1C17_HUMAN	KRT14;KRT17	Keratin, type I cytoskeletal 14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		63448300.0	63448300.0	1	1	1
Cont_P02534;Cont_O76013	Cont_P02534;Cont_O76013	K1M1_SHEEP;KRT36_HUMAN	KRT36	Keratin, type I cuticular Ha6	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
Cont_P02538	Cont_P02538	K2C6A_HUMAN	KRT6A	Keratin, type II cytoskeletal 6A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		30093000.0	30093000.0	1	1	1
Cont_P02538;Cont_P04259;Cont_P48668	Cont_P02538;Cont_P04259;Cont_P48668	K2C6A_HUMAN;K2C6B_HUMAN;K2C6C_HUMAN	KRT6A;KRT6B;KRT6C	Keratin, type II cytoskeletal 6A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		30743100.0	30743100.0	1	1	1
Cont_P02538;Cont_P04259;Cont_P48668;Cont_P12035;Cont_P50446	Cont_P02538;Cont_P04259;Cont_P48668;Cont_P12035;Cont_P50446	K2C3_HUMAN;K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN	KRT3;KRT6A;KRT6B;KRT6C;Krt6a	Keratin, type II cytoskeletal 6A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		26073600.0	26073600.0	1	1	1
Cont_P02538;Cont_P04259;Cont_P48668;Cont_P50446	Cont_P02538;Cont_P04259;Cont_P48668;Cont_P50446	K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN;K2C6C_HUMAN	KRT6A;KRT6B;KRT6C;Krt6a	Keratin, type II cytoskeletal 6A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		79799400.0	79799400.0	1	1	1
Cont_P02538;Cont_P04259;Cont_P50446	Cont_P02538;Cont_P04259;Cont_P50446	K2C6A_HUMAN;K2C6A_MOUSE;K2C6B_HUMAN	KRT6A;KRT6B;Krt6a	Keratin, type II cytoskeletal 6A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		211828.0	211828.0	1	1	1
Cont_P02538;Cont_P48668	Cont_P02538;Cont_P48668	K2C6A_HUMAN;K2C6C_HUMAN	KRT6A;KRT6C	Keratin, type II cytoskeletal 6A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		17177100.0	17177100.0	1	1	1
Cont_P02663	Cont_P02663	CASA2_BOVIN	CSN1S2	Alpha-S2-casein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		97799.1	97799.1	1	1	1
Cont_P02754	Cont_P02754	LACB_BOVIN	LGB	Beta-lactoglobulin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		146369.0	146369.0	1	1	1
Cont_P02769	Cont_P02769	ALBU_BOVIN	ALB	Albumin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		6784990.0	6784990.0	1	1	1
Cont_P04258	Cont_P04258	CO3A1_BOVIN	COL3A1	Collagen alpha-1(III) chain	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		195756.0	195756.0	1	1	1
Cont_P04259	Cont_P04259	K2C6B_HUMAN	KRT6B	Keratin, type II cytoskeletal 6B	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		5950280.0	5950280.0	1	1	1
Cont_P04259;Cont_P48668	Cont_P04259;Cont_P48668	K2C6B_HUMAN;K2C6C_HUMAN	KRT6B;KRT6C	Keratin, type II cytoskeletal 6B	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		48873100.0	48873100.0	1	1	1
Cont_P04264	Cont_P04264	K2C1_HUMAN	KRT1	Keratin, type II cytoskeletal 1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		523259000.0	523259000.0	1	1	1
