Protein	Protein ID	Entry Name	Gene	Description	Protein Length	Organism	Protein Existence	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	Indistinguishable Proteins	C_41079 Intensity	C_41079 MaxLFQ Intensity	C_41079 Spectral Count	C_41079 Unique Spectral Count	C_41079 Total Spectral Count
A0A068UP55	A0A068UP55	A0A068UP55_COFCA	GSCOC_T00030999001	CBM20 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		78189.6	78189.6	1	1	1
A0A068UP63;A0A068UPT5	A0A068UP63;A0A068UPT5	A0A068UP63_COFCA;A0A068UPT5_COFCA	GSCOC_T00031008001;GSCOC_T00031012001	Bet v I/Major latex protein domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		830120.0	830120.0	1	1	1
A0A068UPD2	A0A068UPD2	A0A068UPD2_COFCA	GSCOC_T00030715001	Leucine-rich repeat-containing N-terminal plant-type domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		56602.3	56602.3	1	1	1
A0A068UPK9	A0A068UPK9	A0A068UPK9_COFCA	GSCOC_T00031225001	Heparanase-like protein 3	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		293930.0	293930.0	1	1	1
A0A068UPM0	A0A068UPM0	A0A068UPM0_COFCA	GSCOC_T00030887001	Eukaryotic translation initiation factor 5A	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		3233940.0	3233940.0	1	1	1
A0A068UPQ8	A0A068UPQ8	A0A068UPQ8_COFCA	GSCOC_T00031149001	MBD domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		977058.0	977058.0	1	1	1
A0A068UPR7	A0A068UPR7	A0A068UPR7_COFCA	GSCOC_T00030977001	NADP-dependent oxidoreductase domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		151852.0	151852.0	1	1	1
A0A068UPR7;A0A068VH47;A0A068VL06	A0A068UPR7;A0A068VH47;A0A068VL06	A0A068UPR7_COFCA;A0A068VH47_COFCA;A0A068VL06_COFCA	GSCOC_T00007031001;GSCOC_T00009570001;GSCOC_T00030977001	NADP-dependent oxidoreductase domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		107898.0	107898.0	1	1	1
A0A068UPR7;A0A068VH47;A0A068VL06;A0A068UPY2	A0A068UPR7;A0A068VH47;A0A068VL06;A0A068UPY2	A0A068UPR7_COFCA;A0A068UPY2_COFCA;A0A068VH47_COFCA;A0A068VL06_COFCA	GSCOC_T00007031001;GSCOC_T00009570001;GSCOC_T00030977001;GSCOC_T00030979001	NADP-dependent oxidoreductase domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		258874.0	258874.0	1	1	1
A0A068UPR7;A0A068VL06	A0A068UPR7;A0A068VL06	A0A068UPR7_COFCA;A0A068VL06_COFCA	GSCOC_T00007031001;GSCOC_T00030977001	NADP-dependent oxidoreductase domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		417242.0	417242.0	1	1	1
A0A068UPR7;A0A068VMT9	A0A068UPR7;A0A068VMT9	A0A068UPR7_COFCA;A0A068VMT9_COFCA	GSCOC_T00000757001;GSCOC_T00030977001	NADP-dependent oxidoreductase domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		130899.0	130899.0	1	1	1
A0A068UPZ8;A0A068UP63;A0A068UPT5	A0A068UPZ8;A0A068UP63;A0A068UPT5	A0A068UP63_COFCA;A0A068UPT5_COFCA;A0A068UPZ8_COFCA	GSCOC_T00031008001;GSCOC_T00031011001;GSCOC_T00031012001	Bet v I/Major latex protein domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		539028.0	539028.0	1	1	1
A0A068UQ51	A0A068UQ51	A0A068UQ51_COFCA	GSCOC_T00030131001	Translation elongation factor EF1B beta/delta subunit guanine nucleotide exchange domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		70927.6	70927.6	1	1	1
A0A068UQ51;A0A068TQE1	A0A068UQ51;A0A068TQE1	A0A068TQE1_COFCA;A0A068UQ51_COFCA	GSCOC_T00022681001;GSCOC_T00030131001	Translation elongation factor EF1B beta/delta subunit guanine nucleotide exchange domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		195458.0	195458.0	1	1	1
A0A068UQ56	A0A068UQ56	A0A068UQ56_COFCA	GSCOC_T00030139001	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		153901.0	153901.0	1	1	1
A0A068UQP4	A0A068UQP4	A0A068UQP4_COFCA	GSCOC_T00031388001	thioredoxin-dependent peroxiredoxin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068UQZ6	A0A068UQZ6	A0A068UQZ6_COFCA	GSCOC_T00031977001	Photosystem I reaction center subunit N, chloroplastic	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068UR91;A0A068UB31	A0A068UR91;A0A068UB31	A0A068UB31_COFCA;A0A068UR91_COFCA	GSCOC_T00021012001;GSCOC_T00031703001	aconitate hydratase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		770450.0	770450.0	1	1	1
A0A068URB4	A0A068URB4	A0A068URB4_COFCA	GSCOC_T00031754001	SIS domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1478190.0	1478190.0	1	1	1
A0A068URN4	A0A068URN4	A0A068URN4_COFCA	GSCOC_T00031893001	Plant heme peroxidase family profile domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068URN4;A0A068U0C5	A0A068URN4;A0A068U0C5	A0A068U0C5_COFCA;A0A068URN4_COFCA	GSCOC_T00031893001;GSCOC_T00037161001	Peroxidase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068USG7	A0A068USG7	A0A068USG7_COFCA	GSCOC_T00033601001	Eukaryotic translation initiation factor 5B	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		14216.5	14216.5	1	1	1
A0A068USH6	A0A068USH6	A0A068USH6_COFCA	GSCOC_T00033615001	Actin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		66189.0	66189.0	1	1	1
A0A068USW1;A0A068UUK6	A0A068USW1;A0A068UUK6	A0A068USW1_COFCA;A0A068UUK6_COFCA	GSCOC_T00034000001;GSCOC_T00035586001	PROP1-like PPR domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068USW5	A0A068USW5	A0A068USW5_COFCA	GSCOC_T00033655001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		89916100.0	89916100.0	1	1	1
A0A068USY3	A0A068USY3	A0A068USY3_COFCA	GSCOC_T00033572001	Peptidase A1 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		523424.0	523424.0	1	1	1
A0A068UT16	A0A068UT16	A0A068UT16_COFCA	GSCOC_T00031553001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		332902.0	332902.0	1	1	1
A0A068UT16;A0A068VB15	A0A068UT16;A0A068VB15	A0A068UT16_COFCA;A0A068VB15_COFCA	GSCOC_T00003882001;GSCOC_T00031553001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		48474.3	48474.3	1	1	1
A0A068UT18	A0A068UT18	A0A068UT18_COFCA	GSCOC_T00033726001	Probable glutathione S-transferase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		69347.6	69347.6	1	1	1
A0A068UT18;A0A068UT71	A0A068UT18;A0A068UT71	A0A068UT18_COFCA;A0A068UT71_COFCA	GSCOC_T00033723001;GSCOC_T00033726001	Probable glutathione S-transferase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		84768.6	84768.6	1	1	1
A0A068UU27	A0A068UU27	A0A068UU27_COFCA	GSCOC_T00034196001	Phosphoribulokinase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		114474.0	114474.0	1	1	1
A0A068UUF7	A0A068UUF7	A0A068UUF7_COFCA	GSCOC_T00035257001	UTP-monosaccharide-1-phosphate uridylyltransferase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		6454.92	6454.92	1	1	1
A0A068UUF8	A0A068UUF8	A0A068UUF8_COFCA	GSCOC_T00035185001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		57557.4	57557.4	1	1	1
A0A068UUM2	A0A068UUM2	A0A068UUM2_COFCA	GSCOC_T00035357001	PsbP C-terminal domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		83514.6	83514.6	1	1	1
A0A068UUT9	A0A068UUT9	A0A068UUT9_COFCA	GSCOC_T00035568001	UDP-glucose 4-epimerase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		521953.0	521953.0	1	1	1
A0A068UVA1	A0A068UVA1	A0A068UVA1_COFCA	GSCOC_T00033883001	Alpha-carbonic anhydrase domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		104827.0	104827.0	1	1	1
A0A068UVC6	A0A068UVC6	A0A068UVC6_COFCA	GSCOC_T00035663001	Purple acid phosphatase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		94171.6	94171.6	1	1	1
A0A068UVN7	A0A068UVN7	A0A068UVN7_COFCA	GSCOC_T00035856001	Aldose 1-epimerase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068UVT3	A0A068UVT3	A0A068UVT3_COFCA	GSCOC_T00034145001	Protein kinase domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		357612.0	357612.0	1	1	1
A0A068UW83	A0A068UW83	A0A068UW83_COFCA	GSCOC_T00037436001	Actin 7	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		39587.6	39587.6	1	1	1
A0A068UW83;A0A068USH6;A0A068TXK9;A0A068TML6;A0A068UEK0	A0A068UW83;A0A068USH6;A0A068TXK9;A0A068TML6;A0A068UEK0	A0A068TML6_COFCA;A0A068TXK9_COFCA;A0A068UEK0_COFCA;A0A068USH6_COFCA;A0A068UW83_COFCA	GSCOC_T00014855001;GSCOC_T00023529001;GSCOC_T00029878001;GSCOC_T00033615001;GSCOC_T00037436001	Actin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		434794.0	434794.0	1	1	1
A0A068UW83;A0A068USH6;A0A068TXK9;A0A068UEK0	A0A068UW83;A0A068USH6;A0A068TXK9;A0A068UEK0	A0A068TXK9_COFCA;A0A068UEK0_COFCA;A0A068USH6_COFCA;A0A068UW83_COFCA	GSCOC_T00023529001;GSCOC_T00029878001;GSCOC_T00033615001;GSCOC_T00037436001	Actin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		585454.0	585454.0	1	1	1
A0A068UWW5	A0A068UWW5	A0A068UWW5_COFCA	GSCOC_T00037792001	RRM domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		23351.4	23351.4	1	1	1
A0A068UX16	A0A068UX16	A0A068UX16_COFCA	GSCOC_T00035564001	Nucleoside diphosphate kinase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1818610.0	1818610.0	1	1	1
A0A068UXA6;A0A068UXZ7;A0A068V897;A0A068V8F5;A0A068VF29;A0A068VF67;A0A068VFD8;A0A068VGB0;A0A068VH67;A0A068VIQ0;A0A068VIT1;A0A068VIV9;A0A068VIW7;A0A068VIY6;A0A068VJ37;A0A068VJ88;A0A068VJP9;A0A068VK08;A0A068VKQ8;A0A068VKX0;A0A068VKY6;A0A068VL15;A0A068VL87;A0A068VLZ5;A0A068VMB2;A0A068VMI1;A0A068VN91;A0A068VPJ0	A0A068UXA6;A0A068UXZ7;A0A068V897;A0A068V8F5;A0A068VF29;A0A068VF67;A0A068VFD8;A0A068VGB0;A0A068VH67;A0A068VIQ0;A0A068VIT1;A0A068VIV9;A0A068VIW7;A0A068VIY6;A0A068VJ37;A0A068VJ88;A0A068VJP9;A0A068VK08;A0A068VKQ8;A0A068VKX0;A0A068VKY6;A0A068VL15;A0A068VL87;A0A068VLZ5;A0A068VMB2;A0A068VMI1;A0A068VN91;A0A068VPJ0	A0A068UXA6_COFCA;A0A068UXZ7_COFCA;A0A068V897_COFCA;A0A068V8F5_COFCA;A0A068VF29_COFCA;A0A068VF67_COFCA;A0A068VFD8_COFCA;A0A068VGB0_COFCA;A0A068VH67_COFCA;A0A068VIQ0_COFCA;A0A068VIT1_COFCA;A0A068VIV9_COFCA;A0A068VIW7_COFCA;A0A068VIY6_COFCA;A0A068VJ37_COFCA;A0A068VJ88_COFCA;A0A068VJP9_COFCA;A0A068VK08_COFCA;A0A068VKQ8_COFCA;A0A068VKX0_COFCA;A0A068VKY6_COFCA;A0A068VL15_COFCA;A0A068VL87_COFCA;A0A068VLZ5_COFCA;A0A068VMB2_COFCA;A0A068VMI1_COFCA;A0A068VN91_COFCA;A0A068VPJ0_COFCA	GSCOC_T00000023001;GSCOC_T00001164001;GSCOC_T00001938001;GSCOC_T00001961001;GSCOC_T00002627001;GSCOC_T00003819001;GSCOC_T00003845001;GSCOC_T00005335001;GSCOC_T00007011001;GSCOC_T00007872001;GSCOC_T00007982001;GSCOC_T00008045001;GSCOC_T00008227001;GSCOC_T00008867001;GSCOC_T00009260001;GSCOC_T00009397001;GSCOC_T00009818001;GSCOC_T00010344001;GSCOC_T00011855001;GSCOC_T00012265001;GSCOC_T00012894001;GSCOC_T00013508001;GSCOC_T00013510001;GSCOC_T00013763001;GSCOC_T00019250001;GSCOC_T00019254001;GSCOC_T00038007001;GSCOC_T00038009001	NB-ARC domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		3616150.0	3616150.0	1	1	1
A0A068UXI2;A0A068V849	A0A068UXI2;A0A068V849	A0A068UXI2_COFCA;A0A068V849_COFCA	GSCOC_T00017137001;GSCOC_T00035822001	40S ribosomal protein S14	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		105876.0	105876.0	1	1	1
A0A068UXN8	A0A068UXN8	A0A068UXN8_COFCA	GSCOC_T00037762001	Abscisic acid receptor PYR1-like	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		476084.0	476084.0	1	1	1
A0A068UXP7	A0A068UXP7	A0A068UXP7_COFCA	GSCOC_T00038191001	Glyceraldehyde-3-phosphate dehydrogenase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		3776610.0	3776610.0	1	1	1
A0A068UXP7;A0A068V0Y8	A0A068UXP7;A0A068V0Y8	A0A068UXP7_COFCA;A0A068V0Y8_COFCA	GSCOC_T00038191001;GSCOC_T00038554001	Glyceraldehyde-3-phosphate dehydrogenase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		6780800.0	6780800.0	1	1	1
A0A068UXP7;A0A068V9M9	A0A068UXP7;A0A068V9M9	A0A068UXP7_COFCA;A0A068V9M9_COFCA	GSCOC_T00019117001;GSCOC_T00038191001	Glyceraldehyde-3-phosphate dehydrogenase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2150100.0	2150100.0	1	1	1
A0A068UXP7;A0A068V9M9;A0A068V0Y8	A0A068UXP7;A0A068V9M9;A0A068V0Y8	A0A068UXP7_COFCA;A0A068V0Y8_COFCA;A0A068V9M9_COFCA	GSCOC_T00019117001;GSCOC_T00038191001;GSCOC_T00038554001	Glyceraldehyde-3-phosphate dehydrogenase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2571010.0	2571010.0	1	1	1
A0A068UZ08	A0A068UZ08	A0A068UZ08_COFCA	GSCOC_T00038442001	DUF1677 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068UZ69	A0A068UZ69	A0A068UZ69_COFCA	GSCOC_T00038536001	Protein MEMO1	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		68978.9	68978.9	1	1	1
A0A068UZ72	A0A068UZ72	A0A068UZ72_COFCA	GSCOC_T00038606001	Porphobilinogen deaminase, chloroplastic	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		284299.0	284299.0	1	1	1
A0A068UZ89	A0A068UZ89	A0A068UZ89_COFCA	GSCOC_T00038623001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068UZ98	A0A068UZ98	A0A068UZ98_COFCA	GSCOC_T00038571001	Phosphoglycerate kinase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068UZB5	A0A068UZB5	A0A068UZB5_COFCA	GSCOC_T00037711001	Glycine cleavage system H protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1274380.0	1274380.0	1	1	1
A0A068UZE8	A0A068UZE8	A0A068UZE8_COFCA	GSCOC_T00039055001	Superoxide dismutase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		243928.0	243928.0	1	1	1
A0A068UZX7	A0A068UZX7	A0A068UZX7_COFCA	GSCOC_T00038853001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		773488.0	773488.0	1	1	1
A0A068UZX8	A0A068UZX8	A0A068UZX8_COFCA	GSCOC_T00038984001	superoxide dismutase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068V038	A0A068V038	A0A068V038_COFCA	GSCOC_T00039009001	hydroxyacylglutathione hydrolase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		173174.0	173174.0	1	1	1
A0A068V061	A0A068V061	A0A068V061_COFCA	GSCOC_T00040414001	S-formylglutathione hydrolase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		23631.2	23631.2	1	1	1
A0A068V110	A0A068V110	A0A068V110_COFCA	GSCOC_T00040486001	Pyrroline-5-carboxylate reductase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		1222720.0	1222720.0	1	1	1
A0A068V1B5;A0A068V3J7;A0A068UAS9	A0A068V1B5;A0A068V3J7;A0A068UAS9	A0A068UAS9_COFCA;A0A068V1B5_COFCA;A0A068V3J7_COFCA	GSCOC_T00020836001;GSCOC_T00038693001;GSCOC_T00043076001	Fructose-bisphosphate aldolase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		551832.0	551832.0	1	1	1
A0A068V1C0	A0A068V1C0	A0A068V1C0_COFCA	GSCOC_T00040594001	Photosystem II 5 kDa protein, chloroplastic	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068V1D5	A0A068V1D5	A0A068V1D5_COFCA	GSCOC_T00040636001	DUF2470 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		9375640.0	9375640.0	1	1	1
A0A068V1G3	A0A068V1G3	A0A068V1G3_COFCA	GSCOC_T00041011001	N-acyl-aliphatic-L-amino acid amidohydrolase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		349559.0	349559.0	1	1	1
A0A068V2D4	A0A068V2D4	A0A068V2D4_COFCA	GSCOC_T00042068001	Extensin domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		300028.0	300028.0	1	1	1
A0A068V2R5	A0A068V2R5	A0A068V2R5_COFCA	GSCOC_T00042648001	Peptide methionine sulfoxide reductase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068V3A2	A0A068V3A2	A0A068V3A2_COFCA	GSCOC_T00042706001	C2H2-type domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		473382.0	473382.0	1	1	1
A0A068V3B6	A0A068V3B6	A0A068V3B6_COFCA	GSCOC_T00042718001	40S ribosomal protein S8	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		109030.0	109030.0	1	1	1
A0A068V3B6;A0A068U5Z7	A0A068V3B6;A0A068U5Z7	A0A068U5Z7_COFCA;A0A068V3B6_COFCA	GSCOC_T00016447001;GSCOC_T00042718001	40S ribosomal protein S8	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		18367.0	18367.0	1	1	1
A0A068V3F1	A0A068V3F1	A0A068V3F1_COFCA	GSCOC_T00042570001	Nucleoside diphosphate kinase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		229079.0	229079.0	1	1	1
A0A068V3I9	A0A068V3I9	A0A068V3I9_COFCA	GSCOC_T00042781001	Peptidase A1 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068V3I9;A0A068U894	A0A068V3I9;A0A068U894	A0A068U894_COFCA;A0A068V3I9_COFCA	GSCOC_T00017810001;GSCOC_T00042781001	Peptidase A1 domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068V3J7;A0A068UAS9	A0A068V3J7;A0A068UAS9	A0A068UAS9_COFCA;A0A068V3J7_COFCA	GSCOC_T00020836001;GSCOC_T00043076001	Fructose-bisphosphate aldolase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		403253.0	403253.0	1	1	1
A0A068V3N8	A0A068V3N8	A0A068V3N8_COFCA	GSCOC_T00042899001	PsbP C-terminal domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		44429.0	44429.0	1	1	1
A0A068V404	A0A068V404	A0A068V404_COFCA	GSCOC_T00015384001	serine--tRNA ligase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		257026.0	257026.0	1	1	1
A0A068V462	A0A068V462	A0A068V462_COFCA	GSCOC_T00043047001	Glutaredoxin-dependent peroxiredoxin	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		663641.0	663641.0	1	1	1
A0A068V493	A0A068V493	A0A068V493_COFCA	GSCOC_T00043102001	monodehydroascorbate reductase (NADH)	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		140240.0	140240.0	1	1	1
A0A068V4G4	A0A068V4G4	A0A068V4G4_COFCA	GSCOC_T00042168001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		40977.8	40977.8	1	1	1
A0A068V553	A0A068V553	A0A068V553_COFCA	GSCOC_T00015847001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		844389.0	844389.0	1	1	1
A0A068V5B1;A0A068V5Q6;A0A068VMK4	A0A068V5B1;A0A068V5Q6;A0A068VMK4	A0A068V5B1_COFCA;A0A068V5Q6_COFCA;A0A068VMK4_COFCA	GSCOC_T00009492001;GSCOC_T00016741001;GSCOC_T00016746001	GDSL esterase/lipase 2-like	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		442597.0	442597.0	1	1	1
A0A068V5B2	A0A068V5B2	A0A068V5B2_COFCA	GSCOC_T00042640001	Adenosylhomocysteinase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068V5C0;A0A068V791	A0A068V5C0;A0A068V791	A0A068V5C0_COFCA;A0A068V791_COFCA	GSCOC_T00015771001;GSCOC_T00015775001	GRAM domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		881495.0	881495.0	1	1	1
A0A068V618	A0A068V618	A0A068V618_COFCA	GSCOC_T00043010001	peptidylprolyl isomerase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068V628	A0A068V628	A0A068V628_COFCA	GSCOC_T00017016001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		43054.2	43054.2	1	1	1
A0A068V643	A0A068V643	A0A068V643_COFCA	GSCOC_T00043048001	phosphopyruvate hydratase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		493153.0	493153.0	1	1	1
A0A068V643;Cont_Q9XSJ4	A0A068V643;Cont_Q9XSJ4	A0A068V643_COFCA;ENOA_BOVIN	ENO1;GSCOC_T00043048001	phosphopyruvate hydratase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		2873350.0	2873350.0	1	1	1
A0A068V6D9	A0A068V6D9	A0A068V6D9_COFCA	GSCOC_T00043204001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068V6J5	A0A068V6J5	A0A068V6J5_COFCA	GSCOC_T00018261001	pyridoxal 5'-phosphate synthase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		115192.0	115192.0	1	1	1
A0A068V715	A0A068V715	A0A068V715_COFCA	GSCOC_T00018153001	NAC-A/B domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		221262.0	221262.0	1	1	1
A0A068V7E0	A0A068V7E0	A0A068V7E0_COFCA	GSCOC_T00016649001	N-acyl-aliphatic-L-amino acid amidohydrolase	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		289240.0	289240.0	1	1	1
A0A068V7W1	A0A068V7W1	A0A068V7W1_COFCA	GSCOC_T00019442001	Uncharacterized protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		194206.0	194206.0	1	1	1
A0A068V807	A0A068V807	A0A068V807_COFCA	GSCOC_T00017056001	NADP-dependent oxidoreductase domain-containing protein	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		0.0	0.0	1	1	1
A0A068V8A7	A0A068V8A7	A0A068V8A7_COFCA	GSCOC_T00019168001	Large ribosomal subunit protein bL27c	100	Homo sapiens	1:Experimental evidence at protein level	1.0	1.0	1	1	1	1		551578.0	551578.0	1	1	1
